"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"51818","US-Mexico Border","July 01, 2019","2019","Jul","1","","1","8","","1","1","Presumed drowning","Río Bravo, near Del Rio, Val Verde County, Texas, USA","US Border Patrol, El Diario de Coahuila	","29.769623100000, -101.252379200000","Central America to US","http://bit.ly/2LxOiw0, http://bit.ly/2RRu6Gm, http://bit.ly/30p2CLB","Northern America","5"
"51812","US-Mexico Border","June 30, 2019","2019","Jun","1","","1","1","","1","","Unknown","Hospital in McAllen, Hidalgo County, Texas, USA - was in CBP custody for a week after crossing the US-Mexico border","US Border Patrol","26.186448000000, -98.220718500000","Central America to US","http://bit.ly/2XAlhGs, http://bit.ly/2RMaFiv","Northern America","5"
"51814","US-Mexico Border","June 30, 2019","2019","Jun","1","","1","","","1","","Injuries after falling from border wall","International boundary fence in Nogales, Santa Cruz County, Arizona, USA","US Border Patrol	","31.333228800000, -110.938007900000","Central America to US","http://bit.ly/2YuFs5Z","Northern America","5"
"51816","Europe","June 30, 2019","2019","Jun","1","","1","","","1","","Plane stowaway","Garden in Offerton Road, Clapham, London, UK - fell from landing gear of an inbound Kenya Airways flight to Heathrow Airport","Metropolitan Police, The New York Times		","51.463784260180, -0.157933543286","","http://bit.ly/2KQlWh7, https://bbc.in/2J91tC4, https://nyti.ms/2xrzMOe","Western Europe","5"
"51813","Mediterranean","June 29, 2019","2019","Jun","1","","1","","","1","","Presumed drowning","Body recovered on Arekmane beach, near Nador, Morocco","Association Marocaine des Droits Humains - Section Nador		","35.115866500000, -2.722248700000","Western Mediterranean","https://www.facebook.com/AmdhNador/posts/2361787044033557","Uncategorized","4"
"51845","US-Mexico Border","June 29, 2019","2019","Jun","1","","1","","","","","Unknown","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.331803200000, -112.524509300000","","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51873","US-Mexico Border","June 29, 2019","2019","Jun","1","","1","","","1","","Unknown","Ranch near the US Border Patrol checkpoint in Falfurrias, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart News","27.025097300000, -98.138399500000","","http://bit.ly/2Y8GiUG","Northern America","1"
"51810","North Africa","June 27, 2019","2019","Jun","6","","6","36","2","","1","Drowning","Off the coast of Boumersal, near Sidi Ifni, Morocco","Le360ma, El Día, Huffington Post","29.347903181550, -10.202559942704","Western African","http://bit.ly/2NlLgxl, http://bit.ly/2xkT2gd, http://bit.ly/2KRwzQG","Western Africa","3"
"51811","US-Mexico Border","June 27, 2019","2019","Jun","1","","1","","","1","","Drowning","Morelos Dam, Vicente Guerrero, Mexicali, Baja California, Mexico","UniMexicali, El Sol de Tijuana","32.705688066120, -114.729089065810","Central America to US","http://bit.ly/2XlV92D, http://bit.ly/2FK2z4O","Central America","3"
"51798","US-Mexico Border","June 26, 2019","2019","Jun","1","","1","","1","","","Presumed drowning","Río Bravo, Riverside Canal, near Herring Road, Clint, Texas, USA","El Universal, Prensa Libre","31.567686900000, -106.243756300000","Central America to US","https://bit.ly/2NgIbhZ, https://bit.ly/2IQ9xYa","Northern America","3"
"51800","Central America","June 26, 2019","2019","Jun","1","","1","1","1","","","Hit by train","Train tracks, km 159+650 near Maney, Huichapan, Hidalgo, Mexico","El Universal, Publimetro","20.389942900000, -99.696202800000","","http://bit.ly/2Xv75ys, http://bit.ly/31OYrdk","Central America","3"
"51803","Central America","June 26, 2019","2019","Jun","1","","1","","1","","","Hit by train","Train tracks near Tacotalpa, Tabasco, Mexico","Tabasco Hoy, Diario Presente, Movimiento Migrante Mesoamericano, El Heraldo","17.571557300000, -92.832141200000","","http://bit.ly/2KEL6PF, http://bit.ly/2XdtZLp, http://bit.ly/31XFg0Y, http://bit.ly/2JpcfCU","Central America","3"
"51804","Middle East","June 26, 2019","2019","Jun","10","","10","30","","","","Vehicle Accident","Road in Meriç, Edirne, Turkey - near border with Greece","Daily Sabah, Reuters, Hürriyet","41.657821000000, 26.504193500000","","http://bit.ly/2Yg8ohL, http://bit.ly/2Xf71Uf, http://bit.ly/2ZLFIgW","Western Asia","3"
"51809","US-Mexico Border","June 25, 2019","2019","Jun","1","","1","","","1","","Drowning","Río Bravo, two miles northeast of the Eagle Pass Port of Entry, Eagle Pass, Maverick County, Texas, USA","US Border Patrol","28.714321973443, -100.507155908750","Central America to US","http://bit.ly/2RNX4qB","Northern America","5"
"51844","US-Mexico Border","June 25, 2019","2019","Jun","1","","1","","","","","Unknown","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51872","US-Mexico Border","June 25, 2019","2019","Jun","1","","1","","","1","","Unknown","Ranch near the US Border Patrol checkpoint in Falfurrias, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart News","27.025097300000, -98.138399500000","","http://bit.ly/2Y8GiUG","Northern America","1"
"51805","US-Mexico Border","June 24, 2019","2019","Jun","1","","1","","1","","","Heart attack","KM315 Panamerican Highway, Chihuahua, México","Instituto Nacional de Migración de México, Diario, La Patrona, Milenio		","31.349864500000, -106.490093000000","Central America to US","http://bit.ly/2XvF7TS, http://bit.ly/2YFSJIV, https://bit.ly/2ITu4et, https://bit.ly/2YiYg7U","Central America","5"
"51807","US-Mexico Border","June 24, 2019","2019","Jun","2","","2","1","1","1","","Drowning","Río Bravo, near Puente Internacional, Matamoros, Tamaulipas, Mexico","El Universal, La Prensa, The Guardian, La Vanguardia","25.898236864813, -97.499201411927","Central America to US","http://bit.ly/2ICKmYU, http://bit.ly/2KA5u4q, http://bit.ly/2x82JhS, http://bit.ly/2XfGTbI, http://bit.ly/2FNaONQ","Central America","3"
"51794","US-Mexico Border","June 23, 2019","2019","Jun","4","","4","","1","","3","Dehydration, Exposure","Bodies recovered southeast of the Anzalduas Park in Las Palomas Wildlife Management Area, Hidalgo County, Texas, USA - near border with Mexico","Hidalgo County Sheriff's Office, Los Angeles Times","26.138404700000, -98.328768700000","Central America to US","http://bit.ly/2LdBjPO, https://cnn.it/2Lkc8eL, https://bit.ly/31OUEwC, https://lat.ms/2XwAngZ","Northern America","5"
"51808","North Africa","June 23, 2019","2019","Jun","4","21","25","13","3","1","4","Presumed drowing","Off the coast of Dakhla, en route to the Canary Islands","El Día, La Vanguardia, Público","24.297942676106, -16.283859754520","Western African","http://bit.ly/31Wzsov, http://bit.ly/2LqyriH, http://bit.ly/2NjyrDB, http://bit.ly/2IZD4P7","Western Africa","3"
"51793","US-Mexico Border","June 22, 2019","2019","Jun","1","","1","","","1","","","Río Bravo, near El Patinadero, Parque Viveros, Nuevo Laredo, Tamaulipas, Mexico","Hoy Tamaulipas, Vox","27.479038000000, -99.479266900000","Central America to US","http://bit.ly/2Rw95kk, http://bit.ly/2IDC4zZ","Central America","3"
"51792","US-Mexico Border","June 21, 2019","2019","Jun","1","","1","","","1","","Drowning","Río Bravo, near Isla del Mudo, Piedras Negras, Coahuila, Mexico","Zócalo, La estrella de la noticia","28.711068100000, -100.513559000000","Central America to US","http://bit.ly/2N8JOy8, http://bit.ly/2Yb9Gum","Central America","3"
"51806","US-Mexico Border","June 21, 2019","2019","Jun","1","","1","","","1","","Vehicle Accident","Brackettville, Kinney County, Texas, USA","Zócalo, Informate","29.301948600000, -100.424271900000","Central America to US","https://bit.ly/2KH0hIa, https://bit.ly/326TkWe","Northern America","3"
"51815","Europe","June 21, 2019","2019","Jun","1","","1","","","1","","Hit by train","Train tracks near the town of Demir Kapija, train line Gevgelija-Skopje, North Macedonia","IOM Skopje, North Macedonia Ministry of Interior","41.421913300000, 22.254896900000","","","Southern Europe","5"
"51791","US-Mexico Border","June 20, 2019","2019","Jun","1","","1","","","1","","Heart attack","KM83 in highway Piedras Negras-Laredo, Hidalgo, Coahuila, Mexico","Super Channel 12, Contrapunto, La Voz","27.823775400000, -99.974517400000","Central America to US","https://bit.ly/2FzaKBh, https://bit.ly/2FuBrHb, https://bit.ly/2J79KVB","Central America","3"
"51801","US-Mexico Border","June 20, 2019","2019","Jun","1","","1","","","1","","Unknown","Ranch near Carrizo Springs, Dimmit County, Texas, USA","US Border Patrol, Reuters","28.522501600000, -99.839891300000","Central America to US","http://bit.ly/2YmE45m, https://bit.ly/2YhvdBQ, https://reut.rs/2J50L7F","Northern America","5"
"51802","US-Mexico Border","June 20, 2019","2019","Jun","1","","1","","","","","Unknown","On the banks of the Río Bravo, near Normandy, Maverick County, Texas, USA","US Border Patrol, Reuters","28.908531900000, -100.633761400000","Central America to US","http://bit.ly/2YmE45m, https://bit.ly/2YhvdBQ, https://reut.rs/2J50L7F","Northern America","5"
"51820","Middle East","June 20, 2019","2019","Jun","1","","1","2","","1","","Hit by vehicle","Roadway in Eskikoy village, Uzunkoruo, Edirne, Turkey","Hurriyet, Hur Gazette	","41.329800000000, 26.645200000000","","https://bit.ly/2FRzHrE, https://bit.ly/2FRzHrE","Western Asia","3"
"51788","Mediterranean","June 19, 2019","2019","Jun","","22","22","27","","","","Drowning","11 nautical miles north of Cape Tres Forcas, off the coast of Melilla, Spain (Alboran Sea)","Caminando Fronteras, AP","35.856487686736, -3.086911218126","Western Mediterranean","http://bit.ly/2x5iPc0, http://bit.ly/2L2ARDW, http://bit.ly/2L2GySm, http://bit.ly/2WSbwPr, http://bit.ly/2KBmffB","Uncategorized","4"
"51790","US-Mexico Border","June 19, 2019","2019","Jun","1","","1","","","1","","Unknown","Mountain area near Ocotillo, Imperial County, California, USA","El Heraldo, Tribuna","32.757494400000, -115.982532000000","Central America to US","https://bit.ly/2WSNQdB, https://bit.ly/2J2F9sy","Northern America","3"
"51799","US-Mexico Border","June 19, 2019","2019","Jun","1","","1","","","1","","Unknown","Ranch near Carrizo Springs, Dimmit County, Texas, USA","US Border Patrol, Reuters","28.479950800000, -99.864724700000","Central America to US","https://reut.rs/2J50L7F, https://bit.ly/2YhvdBQ, http://bit.ly/2YmE45m","Northern America","5"
"51761","Mediterranean","June 17, 2019","2019","Jun","12","","12","31","2","7","3","Drowning","Off the coast of Bodrum, Turkey","Turkish Coast Guard","36.961190531455, 27.400403872975","Eastern Mediterranean","https://www.sg.gov.tr/haberdetay/2019/06hzrn/17haz19hb.pdf","Uncategorized","5"
"51851","Europe","June 17, 2019","2019","Jun","1","","1","","","1","","Drowning","Kolpa/Kupa river, near Breg, Črnomelj, Slovenia","Slovenian Police via IOM Slovenia, 24ur.com","45.445807569624, 15.129590885306","","http://bit.ly/2Kif8Hq","Southern Europe","5"
"51786","Central America","June 16, 2019","2019","Jun","1","","1","","","1","","Fall from train, Violence","Train tracks near Colonia Simeprode, Salinas Victoria, Nuevo León, Mexico","ABC Noticias, El Heraldo, El Tiempo","25.964513650073, -100.280354833450","","http://bit.ly/2KqJUPC, http://bit.ly/2XXuPbj, http://bit.ly/2MWegf1","Central America","3"
"51760","US-Mexico Border","June 15, 2019","2019","Jun","1","","1","","","1","","Drowning","Río Bravo, near Campo Águilas, Piedras Negras, Coahuila, Mexico","La Rancherita del Aire, Zócalo","28.711767096835, -100.508585084100","Central America to US","http://bit.ly/2ZtcAek, http://bit.ly/2WJ7Orr, http://bit.ly/2Xnup18","Central America","3"
"51843","US-Mexico Border","June 15, 2019","2019","Jun","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51759","Central America","June 14, 2019","2019","Jun","1","","1","2","1","","1","Shot","KM26+300 in highway Villahermosa–Coatzacoalcos, near Agua Dulce, Coatzacoalcos, Veracruz, Mexico","La Jornada, Washington Post","18.054193729713, -94.135662914059","","http://bit.ly/2x8XcaZ, https://wapo.st/2Y8Mfln","Central America","3"
"51827","US-Mexico Border","June 14, 2019","2019","Jun","1","","1","1","1","","","Malnutrition","Unspecified location in the desert in Pima County, Arizona, USA","El Periódico, Debate, Prensa Libre","32.001238000000, -111.945235500000","Central America to US","http://bit.ly/2xxW2FV, http://bit.ly/30iw5Xh, http://bit.ly/2YHAUci","Northern America","5"
"51842","US-Mexico Border","June 13, 2019","2019","Jun","1","","1","","","1","","Hanging","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","31.850965100000, -112.002645600000","","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51752","US-Mexico Border","June 12, 2019","2019","Jun","2","","2","","1","1","1","Drowning","Lower Valley canal, at the 700 block of S. Zaragoza Road and S Americas Avenue, El Paso, El Paso County, Texas, USA","La Jornada, CBS, El Paso Times","31.674166602670, -106.337425829110","Central America to US","http://bit.ly/2RclUjT, http://bit.ly/2If53dn, http://bit.ly/2IGqByt","Northern America","3"
"51755","Mediterranean","June 12, 2019","2019","Jun","3","4","7","46","","5","","Drowning, Dehydration","Alboran Sea, 22 miles south of Motril, Granada, Spain","Caminando Fronteras, Diario Sur","36.141836728757, -3.461884254273","Western Mediterranean","http://bit.ly/2ZmWWkE, http://bit.ly/2F4lxmn, http://bit.ly/31sKdyN, http://bit.ly/2KN0vwo","Uncategorized","4"
"51757","US-Mexico Border","June 12, 2019","2019","Jun","1","","1","4","1","","","Hyperthermia","17 miles west of Lukeville, Pima County, Arizona, USA","Search Continues After Young Girl Found Deceased West of Lukeville","31.915388342452, -112.925537843590","Central America to US","http://bit.ly/2wTdPXT, http://bit.ly/2IT0BjI, http://bit.ly/2Inlswu","Northern America","5"
"51758","Europe","June 12, 2019","2019","Jun","1","","1","","","1","","Drowning","Una river, near Cazin, Una-Sana Canton, Bosnia and Herzegovina","N1, UNHCR","44.905913352022, 15.956558922158","Western Balkans","http://bit.ly/2KRMVYv, http://bit.ly/2ZvBkmg","Southern Europe","4"
"51907","Europe","June 12, 2019","2019","Jun","1","","1","","","1","","Drowning","Kolpa/Kupa river, near Vukovci, Črnomelj, Slovenia","IOM Slovenia, UNHCR, 24ur.com","45.428570424356, 15.227211399631","Western Balkans","http://bit.ly/2Yrs8Di","Southern Europe","4"
"51751","Central America","June 11, 2019","2019","Jun","1","","1","","","1","","Heart attack","Near INM border checkpoint in Tapachula-Huehuetán, Chiapas, Mexico","El Universal, El Financiero","15.019419000000, -92.380846500000","","http://bit.ly/2WF6R86, http://bit.ly/2KKaKBy","Central America","3"
"51754","Mediterranean","June 11, 2019","2019","Jun","7","","7","57","6","1","2","Drowning","In the area of Pamfyla, 2.5 miles off the port of Mytilene, Lesvos, Greece","IOM Greece","39.123278724880, 26.616327698621","Eastern Mediterranean","","Uncategorized","4"
"51749","US-Mexico Border","June 10, 2019","2019","Jun","3","","3","","","3","","Drowning","Bodies recovered from a storm water drain near Ascarate Park, next to the César Chávez Border Highway by Fonseca Drive, El Paso, El Paso County, Texas, USA","El Paso Times","31.675628311792, -106.333742785180","Central America to US","http://bit.ly/2WCHsfz, http://bit.ly/2IGqByt","Northern America","3"
"51750","US-Mexico Border","June 10, 2019","2019","Jun","1","","1","","","1","","Drowning","Body recovered from canal in the 6000 block of Upper Valley Road, El Paso, El Paso County, Texas, USA","El Paso Times","31.870028153990, -106.611635129640","Central America to US","http://bit.ly/2WCHsfz, http://bit.ly/2IGqByt","Northern America","3"
