date,source,person,text,qa,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Por eso, Señorías,  reivindicar, como reivindica el independentismo catalán  la vía kosovar, la vía eslovena, denota un desconocimiento de la historia, una manipulación inaceptable y la desesperación de quien ya no tiene ningún argumento más que la mentira para sostener sus posiciones políticas.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Como presidente del Gobierno, todas estas declaraciones tienen una sola respuesta: la vía para resolver nuestros problemas, es la vía constitucional. La vía de la Constitución española. La vía del diálogo dentro de la legalidad que nos hemos dado.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Todo lo que se sitúe fuera de la Constitución, fuera del Estatuto de Autonomía de Cataluña contará con la respuesta, y lo voy a decir de manera muy sosegada y pausada, para que se me entienda claramente: Contará con la respuesta firme, pero serena, proporcional y contundente del Estado Social y Democrático de Derecho.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"No hace falta decir nada más. No hay que gesticular ni hablar más alto, para que se me entienda, queda recogido en el Acta de Sesiones mi compromiso y mi determinación.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Señorías, la razón de mi posición se basa en una misma convicción, y es que yo defiendo la España plural. Una España orgullosa de su diversidad territorial. Defiendo la Constitución española. También el Título VIII de la Constitución española. Yo creo en el autogobierno de nuestras autonomías, defiendo su mejora y su  reforzamiento.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"El centralismo, Señorías, es un error histórico, propio de las derechas que hoy, como ayer, por oportunismo, vuelven a caer en lo mismo; pero eso no es la historia de la izquierda española, ni tampoco la historia del  liberalismo español.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"La España autonómica ha traído democracia y progreso a territorios condenados durante siglos al ostracismo. Y, por tanto, este Gobierno no va a dar un paso atrás en los impulsos re centralizadores de las derechas españolas. Como tampoco, y quiero que esto quede claro, aceptaremos una nueva vulneración de nuestro orden constitucional y estatutario.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Autogobierno, Señorías, es convivencia. Y esto es lo que debemos preservar todos los responsables políticos. Lo he dicho una vez, dos veces, tres veces. No me cansaré de repetirlo, el problema en Cataluña no es la independencia, el problema en Cataluña es la convivencia.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Señorías, en mi primera comparecencia, ante ustedes, ante esta Cámara, como presidente del Gobierno, definí mi Gobierno, como un Gobierno feminista, como un Gobierno progresista, como un Gobierno ecologista y por encima de todo, como un Gobierno europeísta. Y lo hice porque soy consciente de que es en la arena europea y en la defensa internacional de un orden multilateral, que está siendo puesto en cuestión, donde España se juega buena manera, en buena medida, su  presente y su futuro. La interdependencia de nuestras sociedades nos obliga a ello.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Es una visión opuesta a quienes defienden proyectos de segregación y aislamiento. Proyectos no sólo contrarios a la lógica de los tiempos,  sino también al sentido común.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Tanto el Brexit como el movimiento independentista catalán caminan por vías paralelas y con retóricas similares. En ambos casos se levanta un relato de agravios inventados y magnificados por la manipulación. En ambos casos se pretende forzar a la población a tomar decisiones con una decisión binaria. Se obliga a escoger entre ser europeo y ser británico. A ser español o a ser catalán, cuando hemos convivido con esas identidades y con otras muchas a lo largo de decenas, decenas de años.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"En ambos casos, se culpabiliza a un tercero mientras se obvian las responsabilidades propias en los recortes en educación, en sanidad que erosionan la cohesión social y la confianza en las instituciones. En ambos casos, se demoniza al que discrepa, y se fuerza a la población a militar en campos enfrentados.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"En ambos casos, se construye una ensoñación que, al chocar con la realidad, genera un enorme caudal de frustración que nadie quiere gestionar. Hoy, a la primera ministra británica, le van a hacer una moción de censura de seis a ocho, en el Parlamento británico. Y los que lo hacen, o huyen hacia adelante o huyen de sus responsabilidades.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Señorías, el pasado 25 de noviembre,  el Consejo Europeo endosó -como se dice técnicamente en la jerga diplomática-, el Acuerdo de Retirada y aprobó la Declaración Política, que establece el marco de relación  futura  entre la Unión Europea y el Reino Unido. Fue la culminación de casi un año y medio de negociaciones muy complejas, originadas por la decisión del Reino Unido de optar a salir  de la Unión Europea, en junio del año  2016.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Una decisión, es evidente, de país, que respetamos. Pero que debe hacernos reflexionar sobre la irresponsabilidad de un gobernante, del primer ministro  Cameron, que convirtió un problema de partido, del partido Tory,  en un problema europeo y global.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Una decisión que, además, debe hacernos reflexionar sobre los peligros a los que se enfrenta la propia democracia cuando entra en juego, o entran en juego, elementos divisivos y de confrontación con un fin, que es  la fractura política y social del país. Y siempre con el mismo patrón: la primacía de las emociones viscerales sobre la razón. Un escenario en el que lenguaje y sentimientos se manipulan, para armar una narrativa contraria a la lógica de los tiempos.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Lo hemos visto con el Brexit, y lo estamos viendo en  Cataluña.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Quiero que tengan presente esa idea, Señorías: con el Brexit nos enfrentamos a un movimiento que avanza contra la historia y también  contra la razón.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"La razón ¿qué es lo que nos dicta? Nos dicta  que desafíos globales exigen respuestas globales; exigen un proyecto común, más integración, más unión; siempre reconocimiento la diversidad identitaria de cada cual, pero  más fraternidad y entendimiento para unir en lugar de dividir; para no ver la complejidad y la pluralidad como un problema, sino como una fuente de oportunidades y de riquezas de las sociedades.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Hoy,  algunos quieren reducir esta complejidad enriquecedora a una simple elección entre opciones excluyentes, forzando a optar entre el mal y un mal mayor, acotando el espacio público a una elección entre alternativas definidas por aquello a lo que se oponen y nunca por lo que proponen. Aprovechan para ello las brechas abiertas de la desigualdad y de la frustración de una crisis económica y la respuesta equivocada de las políticas neoconservadoras que socializó pérdidas y privatizó ganancias.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"También aquí hay un patrón común: los mismos que jalearon los recortes y la austeridad con políticas conservadoras, acusan a un tercero como excusa para alentar la separación. Brechas, en definitiva, para inventar un maltrato. Un maltrato magnificado con un solo propósito, que es el de polarizar, el de enfrentar a parte de la sociedad.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Lo hemos visto con el Brexit en el Reino Unido, Señorías, pero también aquí hemos sido testigos de este debate, alimentado por una sucesión de falacias, de ilusiones falsas y trampas dialécticas al servicio del mismo objetivo, y es negar el espacio para la moderación, para el entendimiento y para  afirmar las opciones más radicales.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Cuanto peor, mejor, Señorías, se podría resumir.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"El Brexit, en todo caso, tendrá consecuencias muy dolorosas, sea cual sea su resultado, para un país con el que España mantiene lazos estrechos.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Más de 300 compañías españolas operan en ese país, el 25% del total de los turistas que recibimos en nuestro país, año a año, son británicos. En el Reino Unido estudian nuestros hijos y nuestras hijas, muchos de ellos. Y España es el país de residencia de la mayor comunidad de ciudadanos británicos en el continente. ",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Fíjense, Señorías, hace dos semanas, el Banco de Inglaterra hizo público un informe demoledor sobre las consecuencias del Brexit. En él, Señorías, se advierte de que ""la retirada de la Unión Europea ha tenido ya consecuencias para la economía británica"", disminuyendo el crecimiento de la productividad, depreciando la libra, incrementando la inflación, y rebajando, en consecuencia, el crecimiento salarial real de los trabajadores y trabajadoras.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Ese es el presente, ese es el  ahora.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Las predicciones de futuro, a partir de los múltiples escenarios aún abiertos, son todavía más dramáticas, más demoledores. Tomando como referencia mayo de 2016 -el momento previo a la celebración del referéndum-, las previsiones oscilan en un retroceso del Producto Interior Bruto de entre el 1,25% y el 8,25%, dependiendo de un escenario de cooperación estrecha, es decir,  con acuerdo, con una salida ordenada del Reino Unido de la Unión Europea, o con una  aplicación de las reglas de la Organización Mundial del Comercio, y, en consecuencia, sin acuerdo y de manera desordenada.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"La traducción de estos números -lo dice el Banco de Inglaterra-,  en términos de paro y de  inflación implican, de hecho, hablar de una recesión económica aún mayor que la sufrida en 2008 en el caso de una salida desordenada y sin acuerdo.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Creo que con estas cifras, que publicó el Banco de Inglaterra, queda aún más claro y hace aún más real, aquellas advertencias que se hicieron también a los independentistas catalanes por parte de organismo públicos y organismos privados, donde se alertaba de las consecuencias económicas que podría tener la independencia de Cataluña de España y de la Unión Europea.  Con una caída  del Producto Interior Bruto en Cataluña de entre el 3,52% y el 17,6% del Producto Interior Bruto. Con una destrucción de puestos de trabajo que podría superar el que la tasa de desempleo en Cataluña llegara al 34%, y con unos efectos sobre la incapacidad para poder proveer recursos financieros a los servicios públicos y la quiebra de la Seguridad Social, y, por tanto, de los pensionistas.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Pero volvamos al Reino Unido. Ante estas cifras, Señorías, que publicó el Banco de Inglaterra, ¿qué se le puede decir a las empresas británicas, cuando la incertidumbre les impide hacer planes de crecimiento? ¿Qué se les dice a los trabajadores que van a sufrir una merma real -no inventada, real-, de su poder adquisitivo por el incremento de los precios y el coste de la vida? ¿Qué se le puede decir a los jóvenes de un país, que han crecido, Señorías, sin saber lo que era una frontera, cuando ahora tienen que volver a oír hablar de conceptos como las aduanas y como los visados? Pero da igual, ""Reino Unido está harto de los expertos,"" sostenía el líder de la campaña del Brexit, Michael Gove. Como si las cifras y los hechos ya no importaran. Como si la repetición de una falsedad un millón de veces fuera a convertirla en una realidad.Estamos hablando del empobrecimiento de millones y millones de personas. De un impacto real sobre sus vidas reales, y no de una mera estadística.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Señoras y señores diputados, es preciso recordar que el Brexit arranca sobre una grotesca campaña de mentiras y de desinformación sin precedentes. Mentiras, por ejemplo, se acordarán, Señorías, como los 350 millones de libras semanales que iba a recibir de vuelta el Reino Unido para financiar -decían ellos- su sistema público de salud con la salida de la Unión Europea. Hoy, los británicos -dos años después-,  saben que el problema no estaba en Bruselas (nunca estuvo en Bruselas) sino en los recortes impuestos por  los gobiernos conservadores durante años. Por cierto, otros también inventaron balanzas fiscales y agravios para justificar 16.000 millones de euros de expolio imaginario.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Mentiras también,  como las que ilustraban la imagen -no sé si se acuerdan-, de una caravana de refugiados sirios en otro país que no era el Reino Unido, una imagen denigrante, usada como fondo de mentiras, en primer plano, el ultraderechista Nigel Farage donde se lanzaban mensajes xenófobos. Mentiras, como la supuesta e inminente entrada de Turquía en la Unión Europea, con el fin de movilizar sentimientos islamófobos. Mentiras, Señorías, como la supuesta inmediatez instantánea con la que se iba a firmar un acuerdo comercial  entre el Reino Unido y la Unión Europea, lo que reducía el impacto súbito de la salida automática. Mentiras como la idea de que la permanencia en el mercado único era compatible con limitar la libre circulación de ciudadanos; o como decían ellos, con ""tomar el control de las fronteras"".",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Mentiras, en definitiva, que hemos visto reproducidas casi en su literalidad aquí, en España, cuando estamos hablando de Cataluña.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"El independentismo ha seguido el mismo patrón de engaños y de exaltación de las emociones que sus compañeros de viaje británicos. Y como resultado, ha conseguido crispar y dividir a la sociedad catalana, y también a la sociedad española.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Mentiras como la afirmación, por ejemplo, según la cual, al día siguiente de suspender la Declaración Unilateral de Independencia, nos decían los dirigentes independentistas, se habían puesto en marcha iniciativas de mediación internacional, ¿se acuerdan? De nada sirvió que tres días después el presidente de la Comisión Europea dejara claro que no había posibilidad de hablar de tal escenario.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Mentiras como la que afirmaba que se emprendería el camino de la independencia ""de la ley a la ley, con seny"", con sentido común, en catalán.  Difícil de cuadrar esa afirmación con la flagrante quiebra de la legalidad estatutaria en Cataluña en septiembre del año 2017.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Desde unas balanzas fiscales falsas, hasta una supuesta facilidad con la que entrarían en Europa pasando por el alud de inversión empresarial que llegaría, el discurso de los líderes independentistas ha consistido en inflar las supuestas ventajas  de esa independencia y en ocultar el sufrimiento de los catalanes. Y si había costes, que lo pagaran otros.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Y esto no es una suposición. Ya hemos visto cómo algunos lo han hecho eludiendo sus responsabilidades. Cómo ha sucedido, también,  con los partidarios del Brexit, donde uno a uno han ido dimitiendo para eludir hacerse cargo de la gestión de la ruptura y también de los  costes.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Decía Isaiah Berlin que ""en política no hay nada más perverso que sostener unas pocas ideas simples como claves universales"". Esa es la principal lección que podemos extraer del Brexit.  Pero, también, de todos y cada uno de  los procesos que se construyen sobre mentiras para dividir y para enfrentar, con la complicidad de medios sin escrúpulos a la hora de extender falsedades. También, por supuesto, el proceso independentista catalán.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Aquí y allí, hemos asistido a la exaltación de un puñado de tópicos, revestidos de nostalgia por un pasado que ya no puede volver. Y siempre al servicio de la retórica del ""nosotros frente al ellos"".",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Nada mejor, por cierto, que un referéndum para lograr el objetivo de partir en dos una sociedad. Una herramienta que algunos quisieron importar tocando de oído. Con analogías tramposas, ignorando, por ejemplo, que el referéndum escocés al que tanto se  alude, por parte del independentismo catalán, nace de un Tratado Internacional de hace más de tres siglos entre Escocia y el Reino Unido.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"O manteniendo viva la expectativa de la repetición, si el resultado no es del agrado, tantas veces como sea necesario, repetir ese referéndum. Está pasando en Escocia, donde ya se está pidiendo un segundo referéndum. Está pasando también en el Reino Unido, donde también se está planteando un segundo referéndum, en relación con aquellos que perdieron esa votación.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,Y las consecuencias de todo este proceso son de sobra conocidas. Las estamos viendo ahora mismo en vivo y en directo: incertidumbre económica e inestabilidad,FALSE, y en el Reino Unido una crisis constitucional sin precedentes.
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Lejos de cohesionar el país, lo ha dividido por muchos años. Las costuras de Reino Unido han saltado por Irlanda del Norte, donde se ven peligrar los acuerdos del Viernes Santo. Por Escocia, sin que se adivinen soluciones duraderas. Y la división, a mi juicio,  más grande y más grave, la división entre generaciones, Señorías. Con cientos de miles de jóvenes que marchan a favor del ""remain"", frustrados por ver cómo la irresponsabilidad política aumenta aún más su futuro ya de por sí incierto para esos jóvenes británicos.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Señorías, la fortaleza de una democracia no nace de la posición de dominio absoluto de una minoría mayoritaria sobre el resto de las opciones.  La fortaleza de una democracia vive en la capacidad de integrar soluciones, de alcanzar consensos, de explorar el territorio del acuerdo. Porque en ese territorio, en el territorio del  acuerdo, reside la voluntad de la inmensa mayoría de la población.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"De reconciliar en la convivencia frente a los que necesitan de la confrontación, sacan provecho de ella o engañan sobre las consecuencias de sus aventuras políticas.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Como saben, el Parlamento británico aplazó antes de ayer la votación del Acuerdo de Retirada del Consejo Extraordinario del pasado 25 de noviembre. Es una decisión que, ya les adelanto, no va a cambiar la posición española ni tampoco la posición europea. Así lo ha hecho saber la propia Comisión Europea, el propio Consejo Europeo, cuyas valoraciones, lógicamente, hacemos nuestras. Este Acuerdo era y sigue siendo el único posible y no cabe negociar otro; no cabe hacer ningún tipo de renegociación.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Corresponde, por lo tanto,  al Reino Unido determinar qué decisión tomar; más aún a la vista de la decisión del Tribunal de Justicia Europeo del pasado 10 de diciembre, por el cual se reconoce el derecho del Reino Unido de desistir del proceso iniciado con la activación del artículo 50.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Sea cual sea, el escenario al que nos enfrentemos,  lo que sí les puedo garantizar a Sus Señorías, es que el  Gobierno de España ha adoptado las medidas necesarias para garantizar que, en caso de no aprobación del Acuerdo de Retirada, el impacto sobre España y sus ciudadanos sea el menor posible.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Señorías, me gustaría explicar algunos de los elementos de este Acuerdo que son importantes para todos ustedes. Este Acuerdo garantiza una salida ordenada del Reino Unido que minimice el impacto del Brexit sobre ciudadanos y actores económicos.  Se han alcanzado en él prácticamente todos los objetivos fijados al inicio de la negociación.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"El primero de ellos, y el más importante para el Gobierno de España,  la salvaguarda de los derechos de los ciudadanos comunitarios en el Reino Unido , donde tenemos más de 300.000 ciudadanos y ciudadanas, y viceversa. Esta, como he dicho, ha sido una de las principales prioridades del Gobierno de España.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Para garantizar estos derechos, el Acuerdo tiene primacía sobre el derecho interno de ambas partes, y tiene también un efecto directo. Es decir,  será directamente aplicable por los tribunales europeos y  por los tribunales británicos.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"En resumen,  y creo que este es el mensaje político de fondo, porque hay muchas familias que tienen a sus hijos y a sus hijas en el Reino Unido viviendo, trabajando: los ciudadanos europeos y británicos verán protegidos sus derechos gracias a este Acuerdo. También se garantiza, en materia de mercados y servicios, la libre circulación de los bienes comercializados tras el final del período transitorio. En cooperación judicial y policial, el Acuerdo prevé que 12 instrumentos jurídicos, como el Tratado de Asistencia Mutua en materia criminal, la orden europea de detención y entrega o la orden europea de investigación, sigan aplicándose hasta el final del período transitorio. El Reino Unido también seguirá participando en los Equipos Conjuntos de Investigación ya existentes.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"También, como saben ustedes, el Acuerdo incluye un periodo transitorio, previsto hasta el 31 de diciembre de 2020. Y este período permitirá esencialmente al  Reino Unido, pero igualmente a los 27 Estados Miembros, de la Unión Europea, adaptarnos a la nueva realidad, si es que se produce. Durante el mismo, la legislación y el acervo comunitario seguirán aplicándose al Reino Unido, aunque ya no forme parte de las instituciones. Este también es un tema importante del Acuerdo.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,El Reino Unido también seguirá haciendo frente a las obligaciones financieras como si fuera un Estado Miembro.,FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"El sector manufacturero, el sector  pesquero, los exportadores de frutas y hortalizas, así como el sector industrial de nuestro país, encontrarán también  en el Acuerdo de Retirada un marco adecuado para continuar su actividad exportadora. También es positivo para nuestras empresas con mayor actividad inversora, también para nuestros servicios financieros, y por supuesto para  un sector vital para nuestra economía, como es el sector turístico.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"El Reino Unido dejará el Mercado Interior; pero este Acuerdo tiene los elementos necesarios para que la intensidad de nuestra relación económica se mantenga, con unas reglas de juego, a mi juicio, equilibradas y equitativas.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Además, del Acuerdo de Retirada, el Consejo Europeo del pasado 25 de noviembre aprobó una Declaración Política, que enmarca la relación futura entre la Unión Europea y el Reino Unido. Este texto subraya, además, con claridad, los principios y líneas rojas de la Unión Europea, que es, en primer lugar, el respeto a su autonomía de decisión. En segundo lugar,  la defensa de la integridad de nuestro Mercado Interior y, en tercer lugar, la defensa de las cuatro libertades que definen el proyecto europeo: la circulación de bienes, de servicios, de  capitales y sobre todo, y ante todo, de personas.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"Señorías, este es el Acuerdo de Retirada y no vamos a volver a negociar otro como he dicho antes.  Lo que no se ha hecho en este año y medio largo de negociaciones muy complejas, no se va a conseguir en tres meses.",FALSE,
2018-12-12,DSCD-12-PL-170.PDF,Pedro Sánchez,"El Anexo al Acuerdo de Retirada, la Declaración Política establece como objetivo la búsqueda de una relación intensa, equilibrada en derechos y obligaciones para el futuro, y esta relación incluirá un área de libre comercio y cooperación sectorial.",FALSE,
